"","pid","parliament_number","name","dob","gender","start_date","end_date","riding_name","province","party_name","speaking_words","num_bills_passed","num_bills_failed","election_number"
"457",150,38,"Jim Karygiannis","1955-05-02","M","1994-01-17","2014-04-01","Scarborough--Agincourt","ON","Lib",25206,0,0,39
"458",232,37,"Louis Plamondon","1943-07-31","M","2001-01-29","2004-05-23","Bas-Richelieu--Nicolet--Bécancour","QC","B.Q.",25255,0,0,38
"459",77,39,"John Cummins","1942-03-12","M","2004-10-04","2011-03-26","Delta--Richmond East","BC","C",25265,0,1,40
"460",27,39,"Maurizio Bevilacqua","1960-06-01","M","2004-10-04","2010-09-02","Vaughan","ON","Lib",25345,0,0,40
"461",4390,35,"Derek Wells","","M","1994-01-17","1997-04-27","South Shore","NS","Lib",25397,0,0,36
"462",216,38,"Deepak Obhrai","1950-07-05","M","2004-10-04","2015-10-19","Calgary East","AB","C",25481,0,0,39
"463",19,38,"Dave Batters","1969-07-12","M","2004-10-04","2008-09-07","Palliser","SK","C",25535,0,0,39
"464",220,38,"Brian Pallister","1954-07-06","M","2004-10-04","2008-09-07","Portage--Lisgar","MB","C",25571,0,0,39
"465",122,40,"Gary Goodyear","1958-03-10","M","2004-10-04","2015-10-19","Cambridge","ON","C",25645,0,0,41
"466",2820,38,"Pierre Pettigrew","","M","2004-10-04","2005-11-29","Papineau","QC","Lib",25647,0,2,39
"467",207,40,"Rob Moore","1974-05-14","M","2006-04-03","2015-10-19","Fundy Royal","NB","C",25667,0,1,41
"468",5399,35,"Judy Bethel","","F","1994-01-17","1997-04-27","Edmonton East","AB","Lib",25678,0,0,36
"469",272,38,"Lloyd St. Amand","1952-11-10","M","2004-10-04","2005-11-29","Brant","ON","Lib",25718,0,1,39
"470",2502,37,"Andy Mitchell","","M","1994-01-17","2005-11-29","Parry Sound--Muskoka","ON","Lib",25789,0,3,38
"471",1951,35,"Anne McLellan","","F","1994-01-17","1997-04-27","Edmonton Northwest","AB","Lib",25814,0,0,36
"472",4823,36,"Stan Dromisky","","M","1994-01-17","2004-05-23","Thunder Bay--Atikokan","ON","Lib",25853,0,0,37
"473",2290,38,"Russ Powers","","M","2004-10-04","2005-11-29","Ancaster--Dundas--Flamborough--Westdale","ON","Lib",26006,0,0,39
"474",247,39,"Lucienne Robillard","1945-06-16","F","1997-09-22","2008-09-07","Westmount--Ville-Marie","QC","Lib",26012,0,0,40
"475",250,40,"Jean-Yves Roy","1949-07-21","M","2006-04-03","2010-10-22","Haute-Gaspésie--La Mitis--Matane--Matapédia","QC","B.Q.",26228,0,0,41
"476",3355,37,"Jean Augustine","","F","1994-01-17","2005-11-29","Etobicoke--Lakeshore","ON","Lib",26300,0,1,38
"477",285,40,"Greg Thompson","1947-03-28","M","2006-04-03","2011-03-26","New Brunswick Southwest","NB","C",26395,1,0,41
"478",6054,36,"Christine Stewart","","F","1994-01-17","2000-10-22","Northumberland","ON","Lib",26410,0,0,37
"479",399,39,"André Arthur","1943-12-21","M","2006-04-03","2011-03-26","Portneuf--Jacques-Cartier","QC","Ind.",26424,0,0,40
"480",6313,35,"Réjean Lefebvre","","M","1994-01-17","2000-10-22","Champlain","QC","B.Q.",26458,0,0,36
"481",4425,37,"Sarkis Assadourian","","M","1997-09-22","2004-05-23","Brampton Centre","ON","Lib",26464,0,0,38
"482",5117,37,"Ghislain Fournier","","M","1997-09-22","2004-05-23","Manicouagan","QC","B.Q.",26487,0,2,38
"483",5,38,"Dean Allison","1965-02-18","M","2004-10-04","2015-10-19","Niagara West--Glanbrook","ON","C",26488,0,1,39
"484",4425,35,"Sarkis Assadourian","","M","1994-01-17","1997-04-27","Don Valley North","ON","Lib",26489,0,0,36
"485",14,38,"Claude Bachand","1951-01-03","M","1994-01-17","2011-03-26","Saint-Jean","QC","B.Q.",26529,0,0,39
"486",8137,35,"Simon de Jong","","M","1994-01-17","1997-04-27","Regina--Qu'Appelle","SK","N.D.P.",26558,0,0,36
"487",3518,37,"Paul Devillers","","M","1994-01-17","2005-11-29","Simcoe North","ON","Lib",26566,0,0,38
"488",4324,37,"Brian Tobin","","M","2001-01-29","2004-05-23","Bonavista--Trinity--Conception","NL","Lib",26596,0,1,38
"489",305,38,"John Williams","1946-12-31","M","2004-10-04","2008-09-07","Edmonton--St. Albert","AB","C",26732,0,0,39
"490",296,41,"Maurice Vellacott","1955-09-29","M","2004-10-04","2015-10-19","Saskatoon--Wanuskewin","SK","C",26808,0,1,42
"491",21,38,"Mauril Bélanger","1955-06-15","M","1994-01-17","2016-08-16","Ottawa--Vanier","ON","Lib",26817,0,3,39
"492",149,37,"Nancy Karetak-Lindell","1957-12-10","F","1997-09-22","2008-09-07","Nunavut","NU","Lib",26825,0,0,38
"493",89,38,"Stéphane Dion","1955-09-28","M","1996-02-27","2015-10-19","Saint-Laurent--Cartierville","QC","Lib",26839,0,2,39
"494",306,38,"Borys Wrzesnewskyj","1960-11-10","M","2004-10-04","2011-03-26","Etobicoke Centre","ON","Lib",26895,0,2,39
"495",215,40,"Gordon O'Connor","1939-05-18","M","2006-04-03","2015-10-19","Carleton--Mississippi Mills","ON","C",26902,0,0,41
"496",159,38,"Francine Lalonde","1940-08-24","F","2004-10-04","2011-03-26","La Pointe-de-l'Île","QC","B.Q.",26938,0,1,39
"497",464,39,"Glen Pearson","1950-12-26","M","2006-11-28","2011-03-26","London North Centre","ON","Lib",26968,0,0,40
"498",5673,35,"Glen McKinnon","","M","1994-01-17","1997-04-27","Brandon--Souris","MB","Lib",27046,0,0,36
"499",238,37,"Marcel Proulx","1946-03-06","M","1999-10-12","2011-03-26","Hull--Aylmer","QC","Lib",27048,0,1,38
"500",4554,37,"Larry McCormick","","M","1994-01-17","2004-05-23","Hastings--Frontenac--Lennox And Addington","ON","Lib",27071,0,0,38
"501",93,38,"Ken Dryden","1947-08-08","M","2004-10-04","2011-03-26","York Centre","ON","Lib",27087,0,1,39
"502",4713,36,"John Finlay","","M","1994-01-17","2004-05-23","Oxford","ON","Lib",27097,0,0,37
"503",271,39,"Caroline St-Hilaire","1969-11-16","F","2006-04-03","2008-09-07","Longueuil--Pierre-Boucher","QC","B.Q.",27121,0,3,40
"504",4206,37,"Herb Dhaliwal","","M","1997-09-22","2004-05-23","Vancouver South--Burnaby","BC","Lib",27141,0,2,38
"505",6481,36,"Paul Mercier","","M","1997-09-22","2000-10-22","Terrebonne--Blainville","QC","B.Q.",27146,0,0,37
"506",298,36,"Joe Volpe","1947-09-21","M","1994-01-17","2000-10-22","Eglinton--Lawrence","ON","Lib",27222,0,0,37
"507",1435,36,"Susan Whelan","","F","1997-09-22","2004-05-23","Essex","ON","Lib",27339,0,0,37
"508",232,41,"Louis Plamondon","1943-07-31","M","2006-04-03","2015-10-19","Bas-Richelieu--Nicolet--Bécancour","QC","B.Q.",27393,0,1,42
"509",3523,36,"Paul Bonwick","","M","1997-09-22","2004-05-23","Simcoe--Grey","ON","Lib",27445,0,0,37
"510",176,40,"Lawrence MacAulay","1946-09-09","M","1994-01-17","","Cardigan","PE","Lib",27478,0,0,41
"511",6106,36,"John Richardson","","M","1997-09-22","2004-05-23","Perth--Middlesex","ON","Lib",27584,0,0,37
"512",142,38,"Rahim Jaffer","1971-12-15","M","2004-10-04","2008-09-07","Edmonton Strathcona","AB","C",27646,0,1,39
"513",3344,35,"Gar Knutson","","M","1994-01-17","1997-04-27","Elgin--Norfolk","ON","Lib",27715,0,0,36
"514",270,38,"Kevin Sorenson","1958-11-03","M","2004-10-04","2015-10-19","Crowfoot","AB","C",27881,0,4,39
"515",3337,35,"Murray Calder","","M","1994-01-17","1997-04-27","Wellington--Grey--Dufferin--Simcoe","ON","Lib",27925,0,0,36
"516",144,38,"Marlene Jennings","1951-11-10","F","1997-09-22","2011-03-26","Notre-Dame-de-Grâce--Lachine","QC","Lib",27971,0,0,39
"517",2820,35,"Pierre Pettigrew","","M","1996-02-27","1997-04-27","Papineau--Saint-Michel","QC","Lib",28016,0,0,36
"518",6264,36,"George Proud","","M","1994-01-17","2000-10-22","Hillsborough","PE","Lib",28027,0,0,37
"519",6539,35,"Georgette Sheridan","","F","1994-01-17","1997-04-27","Saskatoon--Humboldt","SK","Lib",28092,0,0,36
"520",194,36,"Joe McGuire","1944-06-20","M","1994-01-17","2008-09-07","Egmont","PE","Lib",28171,0,0,37
"521",7064,35,"George S. Rideout","","M","1994-01-17","1997-04-27","Moncton","NB","Lib",28215,0,0,36
"522",148,38,"Randy Kamp","1953-08-30","M","2004-10-04","2005-11-29","Dewdney--Alouette","BC","C",28251,0,2,39
"523",62,35,"Raymond Chan","1951-10-25","M","1994-01-17","2000-10-22","Richmond","BC","Lib",28334,0,0,36
"524",176,39,"Lawrence MacAulay","1946-09-09","M","1994-01-17","","Cardigan","PE","Lib",28362,0,1,40
"525",404,41,"Maxime Bernier","1963-01-18","M","2006-04-03","","Beauce","QC","C",28604,0,0,42
"526",2182,35,"Reg Alcock","","M","1994-01-17","2005-11-29","Winnipeg South","MB","Lib",28775,0,0,36
"527",4533,36,"Sheila Copps","","F","1994-01-17","2004-05-23","Hamilton East","ON","Lib",28778,0,0,37
"528",6475,35,"Jean Charest","","M","1994-01-17","2000-10-22","Sherbrooke","QC","P.C.",28853,0,0,36
"529",3771,37,"Claude Duplain","","M","2001-01-29","2004-05-23","Portneuf","QC","Lib",28959,0,0,38
"530",8337,40,"Scott Armstrong","","M","2009-11-10","2015-10-19","Cumberland--Colchester--Musquodoboit Valley","NS","C",29048,0,1,41
"531",2763,38,"Réal Lapierre","","M","2004-10-04","2005-11-29","Lévis--Bellechasse","QC","B.Q.",29103,0,0,39
"532",59,40,"Rick Casson","1948-12-30","M","2004-10-04","2011-03-26","Lethbridge","AB","C",29103,0,0,41
"533",3325,38,"Jerry Pickard","","M","2001-01-29","2005-11-29","Chatham-Kent--Essex","ON","Lib",29157,0,0,39
"534",2502,36,"Andy Mitchell","","M","1994-01-17","2005-11-29","Parry Sound--Muskoka","ON","Lib",29175,0,0,37
"535",115,40,"Roger Gaudet","1945-05-26","M","2004-10-04","2011-03-26","Montcalm","QC","B.Q.",29347,0,1,41
"536",4332,35,"George Baker","","M","1994-01-17","2004-05-23","Gander--Grand Falls","NL","Lib",29356,0,0,36
"537",4528,35,"Julian Reed","","M","1994-01-17","1997-04-27","Halton--Peel","ON","Lib",29416,0,0,36
"538",150,37,"Jim Karygiannis","1955-05-02","M","1994-01-17","2014-04-01","Scarborough--Agincourt","ON","Lib",29430,0,0,38
"539",6655,35,"Hugh Hanrahan","","M","1994-01-17","1997-04-27","Edmonton Strathcona","AB","Ref.",29440,0,0,36
"540",37,38,"Ken Boshcoff","1949-06-20","M","2004-10-04","2008-09-07","Thunder Bay--Rainy River","ON","Lib",29511,0,0,39
"541",9271,41,"Emmanuel Dubourg","","M","2013-11-27","","Bourassa","QC","Lib",29550,0,1,42
"542",6,40,"Rona Ambrose","1969-03-15","F","2004-10-04","2015-10-19","Edmonton--Spruce Grove","AB","C",29588,0,1,41
"543",43,41,"Garry Breitkreuz","1945-10-21","M","2004-10-04","2015-10-19","Yorkton--Melville","SK","C",29635,0,1,42
"544",5235,36,"Alfonso Gagliano","","M","1997-09-22","2004-05-23","Saint-Léonard--Saint-Michel","QC","Lib",29645,0,0,37
"545",298,38,"Joe Volpe","1947-09-21","M","2004-10-04","2005-11-29","Eglinton--Lawrence","ON","Lib",29688,0,4,39
"546",176,37,"Lawrence MacAulay","1946-09-09","M","1994-01-17","","Cardigan","PE","Lib",29707,0,1,38
"547",136,38,"Russ Hiebert","1969-02-08","M","2004-10-04","2015-10-19","South Surrey--White Rock--Cloverdale","BC","C",29781,0,2,39
"548",5214,36,"Pierrette Venne","","F","1997-09-22","2004-05-23","Saint-Bruno--Saint-Hubert","QC","B.Q.",29823,0,0,37
"549",153,39,"Wajid Khan","1946-04-24","M","2007-01-05","2008-09-07","Mississauga--Streetsville","ON","C",29839,0,0,40
"550",4892,36,"John Nunziata","","M","1997-09-22","2000-10-22","York South--Weston","ON","Ind.",29867,0,0,37
"551",58,38,"Bill Casey","1945-02-19","M","2004-10-04","2005-11-29","North Nova","NS","C",29923,0,2,39
"552",217,38,"Bev Oda","1944-07-27","F","2004-10-04","2005-11-29","Clarington--Scugog--Uxbridge","ON","C",29936,0,1,39
"553",2367,35,"Bob Speller","","M","1994-01-17","1997-04-27","Haldimand--Norfolk","ON","Lib",29960,0,0,36
"554",2789,38,"Marc Boulianne","","M","2004-10-04","2005-11-29","Mégantic--L'Érable","QC","B.Q.",30036,0,0,39
"555",4887,37,"Karen Kraft Sloan","","F","1997-09-22","2004-05-23","York North","ON","Lib",30060,0,0,38
"556",3523,37,"Paul Bonwick","","M","1997-09-22","2004-05-23","Simcoe--Grey","ON","Lib",30061,0,2,38
"557",2944,36,"Chris Axworthy","","M","1997-09-22","2000-10-22","Saskatoon--Rosetown--Biggar","SK","N.D.P.",30174,0,0,37
"558",59,38,"Rick Casson","1948-12-30","M","2004-10-04","2011-03-26","Lethbridge","AB","C",30189,0,2,39
"559",7354,35,"John English","","M","1994-01-17","1997-04-27","Kitchener","ON","Lib",30218,0,0,36
"560",58,39,"Bill Casey","1945-02-19","M","2007-06-06","2009-11-09","Cumberland--Colchester--Musquodoboit Valley","NS","Ind.",30253,0,0,40
"561",5161,35,"Robert Bertrand","","M","1994-01-17","2004-05-23","Pontiac--Gatineau--Labelle","QC","Lib",30262,0,0,36
"562",280,37,"Andrew Telegdi","1946-05-28","M","1997-09-22","2008-09-07","Kitchener--Waterloo","ON","Lib",30315,0,2,38
"563",53,36,"Serge Cardin","1950-07-02","M","1997-09-22","2011-03-26","Sherbrooke","QC","B.Q.",30375,0,0,37
"564",4925,37,"Yvon Charbonneau","","M","1997-09-22","2004-05-23","Anjou--Rivière-Des-Prairies","QC","Lib",30403,0,0,38
"565",256,38,"Andrew Scheer","1979-05-20","M","2004-10-04","","Regina--Qu'Appelle","SK","C",30403,0,0,39
"566",205,35,"Maria Minna","1948-03-14","F","1994-01-17","1997-04-27","Beaches--Woodbine","ON","Lib",30427,0,0,36
"567",226,37,"Gilles-A. Perron","1940-12-10","M","2001-01-29","2008-09-07","Rivière-des-Mille-Îles","QC","B.Q.",30438,0,1,38
"568",104,40,"Steven Fletcher","1972-06-17","M","2006-04-03","2015-10-19","Charleswood--St. James--Assiniboia","MB","C",30495,0,6,41
"569",2522,36,"Roger Gallaway","","M","1994-01-17","2005-11-29","Sarnia--Lambton","ON","Lib",30636,0,0,37
"570",52,37,"John Cannis","1951-11-04","M","1994-01-17","2011-03-26","Scarborough Centre","ON","Lib",30714,0,1,38
"571",12,35,"Gérard Asselin","1950-04-19","M","1994-01-17","2004-05-23","Charlevoix","QC","B.Q.",30761,0,0,36
"572",5472,35,"Cliff Breitkreuz","","M","1994-01-17","2000-10-22","Yellowhead","AB","Ref.",30819,0,0,36
"573",52,36,"John Cannis","1951-11-04","M","1994-01-17","2011-03-26","Scarborough Centre","ON","Lib",30888,0,0,37
"574",3371,35,"John O'Reilly","","M","1994-01-17","2000-10-22","Victoria--Haliburton","ON","Lib",30926,0,0,36
"575",3882,36,"Dennis Gruending","","M","1999-10-12","2000-10-22","Saskatoon--Rosetown--Biggar","SK","N.D.P.",30933,0,0,37
"576",266,38,"Carol Skelton","1945-12-12","F","2004-10-04","2008-09-07","Saskatoon--Rosetown--Biggar","SK","C",30960,0,1,39
"577",285,38,"Greg Thompson","1947-03-28","M","2004-10-04","2005-11-29","St. Croix--Belleisle","NB","C",30964,0,0,39
"578",122,38,"Gary Goodyear","1958-03-10","M","2004-10-04","2015-10-19","Cambridge","ON","C",30969,0,1,39
"579",163,41,"Guy Lauzon","1944-04-06","M","2004-10-04","","Stormont--Dundas--South Glengarry","ON","C",30972,0,2,42
"580",211,37,"Anita Neville","1942-07-22","F","2001-01-29","2011-03-26","Winnipeg South Centre","MB","Lib",31057,0,0,38
"581",1,38,"Jim Abbott","1942-08-18","M","2004-10-04","2011-03-26","Kootenay--Columbia","BC","C",31082,0,1,39
"582",176,36,"Lawrence MacAulay","1946-09-09","M","1994-01-17","","Cardigan","PE","Lib",31135,0,0,37
"583",190,36,"Bill Matthews","1947-07-22","M","1997-09-22","2000-10-22","Burin--St. George's","NL","P.C.",31184,0,0,37
"584",2,38,"Diane Ablonczy","1949-05-06","F","2004-10-04","2015-10-19","Calgary Nose Hill","AB","C",31409,0,1,39
"585",288,38,"Alan Tonks","1943-04-02","M","2001-01-29","2011-03-26","York South--Weston","ON","Lib",31521,0,0,39
"586",2241,36,"Ethel Blondin-Andrew","","F","1994-01-17","2005-11-29","Western Arctic","NT","Lib",31525,0,0,37
"587",5117,36,"Ghislain Fournier","","M","1997-09-22","2004-05-23","Manicouagan","QC","B.Q.",31625,0,0,37
"588",247,35,"Lucienne Robillard","1945-06-16","F","1994-01-17","1997-04-27","Saint-Henri--Westmount","QC","Lib",31635,0,0,36
"589",271,36,"Caroline St-Hilaire","1969-11-16","F","1997-09-22","2005-11-29","Longueuil","QC","B.Q.",31666,0,0,37
"590",4528,36,"Julian Reed","","M","1997-09-22","2004-05-23","Halton","ON","Lib",31680,0,0,37
"591",18,38,"Sue Barnes","1952-09-08","F","1994-01-17","2008-09-07","London West","ON","Lib",31693,0,0,39
"592",4892,35,"John Nunziata","","M","1994-01-17","1997-04-27","York South--Weston","ON","Lib",31734,0,0,36
"593",224,40,"Bernard Patry","1943-01-30","M","1994-01-17","2011-03-26","Pierrefonds--Dollard","QC","Lib",31848,0,0,41
"594",200,38,"Ted Menzies","1952-02-18","M","2004-10-04","2013-11-07","Macleod","AB","C",31940,0,0,39
"595",5161,36,"Robert Bertrand","","M","1994-01-17","2004-05-23","Pontiac--Gatineau--Labelle","QC","Lib",31944,0,0,37
"596",175,38,"James Lunney","1951-09-05","M","2004-10-04","2015-03-30","Nanaimo--Alberni","BC","C",31952,0,0,39
"597",207,38,"Rob Moore","1974-05-14","M","2004-10-04","2005-11-29","Fundy","NB","C",31956,0,1,39
"598",427,40,"Royal Galipeau","1947-01-05","M","2006-04-03","2015-10-19","Ottawa--Orléans","ON","C",31957,0,0,41
"599",142,39,"Rahim Jaffer","1971-12-15","M","2004-10-04","2008-09-07","Edmonton Strathcona","AB","C",32005,0,0,40
"600",52,35,"John Cannis","1951-11-04","M","1994-01-17","2011-03-26","Scarborough Centre","ON","Lib",32022,0,0,36
"601",307,41,"Lynne Yelich","1953-03-24","F","2004-10-04","2015-10-19","Blackstrap","SK","C",32048,0,0,42
"602",3831,38,"Marcel Gagnon","","M","2004-10-04","2005-11-29","Saint-Maurice--Champlain","QC","B.Q.",32068,0,1,39
"603",548,40,"Rob Clarke","1967-03-02","M","2008-03-18","2015-10-19","Desnethé--Missinippi--Churchill River","SK","C",32100,0,0,41
"604",6548,35,"Bernie Collins","","M","1994-01-17","1997-04-27","Souris--Moose Mountain","SK","Lib",32123,0,0,36
"605",102,38,"Diane Finley","1957-10-03","F","2004-10-04","","Haldimand--Norfolk","ON","C",32169,0,0,39
"606",82,38,"Nicole Demers","1950-01-15","F","2004-10-04","2011-03-26","Laval","QC","B.Q.",32201,0,0,39
"607",7097,35,"Jean Payne","","F","1994-01-17","1997-04-27","St. John's West","NL","Lib",32245,0,0,36
"608",126,38,"Nina Grewal","1958-10-20","F","2004-10-04","2015-10-19","Fleetwood--Port Kells","BC","C",32281,0,0,39
"609",273,36,"Brent St. Denis","1950-05-27","M","1997-09-22","2004-05-23","Algoma--Manitoulin","ON","Lib",32330,0,0,37
"610",120,41,"Peter Goldring","1944-12-12","M","2004-10-04","2011-12-05","Edmonton East","AB","C",32535,0,0,42
"611",4206,36,"Herb Dhaliwal","","M","1997-09-22","2004-05-23","Vancouver South--Burnaby","BC","Lib",32611,0,0,37
"612",109,36,"Hedy Fry","1941-08-06","F","1994-01-17","","Vancouver Centre","BC","Lib",32654,0,0,37
"613",3532,36,"Bob Kilger","","M","1994-01-17","2000-10-22","Stormont--Dundas","ON","Lib",32744,0,0,37
"614",4718,38,"Sarmite Bulte","","F","1997-09-22","2005-11-29","Parkdale--High Park","ON","Lib",32797,0,0,39
"615",271,37,"Caroline St-Hilaire","1969-11-16","F","1997-09-22","2005-11-29","Longueuil","QC","B.Q.",32825,0,5,38
"616",6281,36,"Maurice Dumas","","M","1994-01-17","2000-10-22","Argenteuil--Papineau","QC","B.Q.",32848,0,0,37
"617",126,39,"Nina Grewal","1958-10-20","F","2004-10-04","2015-10-19","Fleetwood--Port Kells","BC","C",32892,0,3,40
"618",1010,37,"Paddy Torsney","","F","1994-01-17","2005-11-29","Burlington","ON","Lib",32911,0,1,38
"619",103,38,"Brian Fitzpatrick","1945-11-18","M","2004-10-04","2008-09-07","Prince Albert","SK","C",33130,0,0,39
"620",4566,37,"Bob Nault","","M","1994-01-17","2004-05-23","Kenora--Rainy River","ON","Lib",33151,0,10,38
"621",283,37,"Robert Thibault","1959-09-29","M","2001-01-29","2008-09-07","West Nova","NS","Lib",33217,0,1,38
"622",215,38,"Gordon O'Connor","1939-05-18","M","2004-10-04","2005-11-29","Carleton--Lanark","ON","C",33339,0,0,39
"623",194,39,"Joe McGuire","1944-06-20","M","1994-01-17","2008-09-07","Egmont","PE","Lib",33410,0,1,40
"624",152,38,"Jason Kenney","1968-05-30","M","2004-10-04","2015-10-19","Calgary Southeast","AB","C",33437,0,0,39
"625",3355,36,"Jean Augustine","","F","1994-01-17","2005-11-29","Etobicoke--Lakeshore","ON","Lib",33461,0,0,37
"626",4697,35,"Eugène Bellemare","","M","1994-01-17","2000-10-22","Carleton--Gloucester","ON","Lib",33555,0,0,36
"627",116,38,"Michel Gauthier","1950-02-18","M","1994-01-17","2005-11-29","Roberval","QC","B.Q.",33566,0,0,39
"628",2888,36,"Diane St-Jacques","","F","2000-09-12","2004-05-23","Shefford","QC","Lib",33588,0,0,37
"629",68,37,"Denis Coderre","1963-07-25","M","1997-09-22","2013-06-03","Bourassa","QC","Lib",33646,0,2,38
"630",4713,35,"John Finlay","","M","1994-01-17","2004-05-23","Oxford","ON","Lib",33660,0,0,36
"631",8538,41,"Claude Patry","","M","2011-05-02","2013-02-27","Jonquière--Alma","QC","N.D.P.",33754,0,1,42
"632",9263,41,"Ted Falk","","M","2013-11-27","","Provencher","MB","C",33843,0,0,42
"633",4925,36,"Yvon Charbonneau","","M","1997-09-22","2004-05-23","Anjou--Rivière-Des-Prairies","QC","Lib",33857,0,0,37
"634",109,38,"Hedy Fry","1941-08-06","F","1994-01-17","","Vancouver Centre","BC","Lib",33869,0,0,39
"635",227,35,"Jim Peterson","1941-07-30","M","1994-01-17","2008-03-17","Willowdale","ON","Lib",33925,0,0,36
"636",50,36,"Gerry Byrne","1966-09-27","M","1996-02-27","2015-10-19","Humber--St. Barbe--Baie Verte","NL","Lib",33940,0,0,37
"637",8333,40,"Fin Donnelly","","M","2009-01-26","2015-10-19","New Westminster--Coquitlam","BC","N.D.P.",34112,0,6,41
"638",4264,40,"Kevin Lamoureux","","M","2010-12-06","","Winnipeg North","MB","Lib",34117,0,0,41
"639",30,38,"Bill Blaikie","1951-06-19","M","2004-10-04","2008-09-07","Elmwood--Transcona","MB","N.D.P.",34227,0,0,39
"640",302,38,"Jeff Watson","1971-03-25","M","2004-10-04","2015-10-19","Essex","ON","C",34263,0,1,39
"641",226,36,"Gilles-A. Perron","1940-12-10","M","1997-09-22","2000-10-22","Saint-Eustache--Sainte-Thérèse","QC","B.Q.",34357,0,0,37
"642",9281,41,"John Barlow","","M","2014-06-30","2015-10-19","Macleod","AB","C",34414,0,0,42
"643",124,36,"Bill Graham","1939-03-17","M","1997-09-22","2004-05-23","Toronto Centre--Rosedale","ON","Lib",34473,0,0,37
"644",2367,37,"Bob Speller","","M","1997-09-22","2004-05-23","Haldimand--Norfolk--Brant","ON","Lib",34501,0,1,38
"645",115,39,"Roger Gaudet","1945-05-26","M","2004-10-04","2011-03-26","Montcalm","QC","B.Q.",34580,0,1,40
"646",1010,36,"Paddy Torsney","","F","1994-01-17","2005-11-29","Burlington","ON","Lib",34605,0,0,37
"647",1010,35,"Paddy Torsney","","F","1994-01-17","2005-11-29","Burlington","ON","Lib",34735,0,0,36
"648",5214,37,"Pierrette Venne","","F","1997-09-22","2004-05-23","Saint-Bruno--Saint-Hubert","QC","B.Q.",34843,0,1,38
"649",1781,41,"François Pilon","","M","2011-05-02","2015-10-19","Laval--Les Îles","QC","N.D.P.",34850,0,1,42
"650",172,39,"Yvan Loubier","1959-04-10","M","1994-01-17","2007-09-17","Saint-Hyacinthe--Bagot","QC","B.Q.",34869,0,0,40
"651",174,38,"Gary Lunn","1957-05-08","M","2004-10-04","2011-03-26","Saanich--Gulf Islands","BC","C",34956,0,3,39
"652",299,37,"Tom Wappel","1950-02-09","M","1997-09-22","2008-09-07","Scarborough Southwest","ON","Lib",34969,0,2,38
"653",121,36,"Ralph Goodale","1949-10-05","M","1997-09-22","2015-10-19","Wascana","SK","Lib",35080,0,0,37
"654",130,38,"Michel Guimond","1953-12-26","M","2004-10-04","2005-11-29","Charlevoix--Montmorency","QC","B.Q.",35275,0,1,39
"655",105,36,"Raymonde Folco","1940-03-16","F","1997-09-22","2004-05-23","Laval West","QC","Lib",35357,0,0,37
"656",133,40,"Dick Harris","1944-09-06","M","2004-10-04","2015-10-19","Cariboo--Prince George","BC","C",35377,0,1,41
"657",90,38,"Ujjal Dosanjh","1947-09-09","M","2004-10-04","2011-03-26","Vancouver South","BC","Lib",35393,0,4,39
"658",9,38,"David Anderson","1957-08-15","M","2004-10-04","","Cypress Hills--Grasslands","SK","C",35455,0,1,39
"659",204,38,"Bob Mills","1941-07-28","M","2004-10-04","2008-09-07","Red Deer","AB","C",35502,0,0,39
"660",2522,37,"Roger Gallaway","","M","1994-01-17","2005-11-29","Sarnia--Lambton","ON","Lib",35655,0,1,38
"661",77,38,"John Cummins","1942-03-12","M","2004-10-04","2011-03-26","Delta--Richmond East","BC","C",35825,0,0,39
"662",3866,37,"Rick Laliberte","","M","2000-09-27","2004-05-23","Churchill River","SK","Lib",35834,0,1,38
"663",441,40,"Colin Mayes","1948-04-11","M","2006-04-03","2015-10-19","Okanagan--Shuswap","BC","C",35864,0,0,41
"664",463,39,"Raymond Gravel","","M","2006-11-28","2008-09-07","Repentigny","QC","B.Q.",35977,0,0,40
"665",560,40,"Tilly O'Neill-Gordon","1949-02-16","F","2008-11-18","2015-10-19","Miramichi","NB","C",36020,0,0,41
"666",3465,37,"Marlene Catterall","","F","1997-09-22","2005-11-29","Ottawa West--Nepean","ON","Lib",36028,0,2,38
"667",6385,36,"Maud Debien","","F","1994-01-17","2000-10-22","Laval East","QC","B.Q.",36068,0,0,37
"668",3402,37,"Joe Jordan","","M","1997-09-22","2004-05-23","Leeds--Grenville","ON","Lib",36076,0,0,38
"669",7127,35,"Roseanne Skoke","","F","1994-01-17","1997-04-27","Central Nova","NS","Lib",36189,0,0,36
"670",594,40,"Peter Kent","1943-07-27","M","2008-11-18","","Thornhill","ON","C",36370,0,0,41
"671",4873,37,"Herb Gray","","M","1994-01-17","2004-05-23","Windsor West","ON","Lib",36397,0,0,38
"672",3377,36,"Stan Keyes","","M","1994-01-17","2004-05-23","Hamilton West","ON","Lib",36426,0,0,37
"673",27,40,"Maurizio Bevilacqua","1960-06-01","M","2004-10-04","2010-09-02","Vaughan","ON","Lib",36525,0,0,41
"674",3553,36,"Dennis Mills","","M","1994-01-17","2000-10-22","Broadview--Greenwood","ON","Lib",36591,0,0,37
"675",4748,36,"Hec Clouthier","","M","1997-09-22","2000-10-22","Renfrew--Nipissing--Pembroke","ON","Lib",36754,0,0,37
"676",614,40,"Alice Wong","1948-06-30","F","2008-11-18","2015-10-19","Richmond","BC","C",36801,0,0,41
